model_name,template_id,total_items,masculine_preferred_count,feminine_preferred_count,equal_count,masculine_preferred_percent,feminine_preferred_percent,equal_percent,average_score_difference,median_score_difference,min_score_difference,max_score_difference
aubmindlab/aragpt2-base,egy_occ_known_role,18,14,4,0,77.77777777777779,22.22222222222222,0.0,0.2626425425211589,0.4631209373474121,-0.7977371215820312,0.7151741981506348
aubmindlab/aragpt2-base,egy_occ_said_role_v2,18,11,7,0,61.111111111111114,38.88888888888889,0.0,-0.1032732327779134,0.03472566604614255,-1.1308798789978027,0.4691348075866699
aubmindlab/aragpt2-base,egy_trait_contextual,18,13,5,0,72.22222222222221,27.77777777777778,0.0,0.009388393825954836,0.13148188591003415,-1.1535611152648926,0.7575054168701172
aubmindlab/aragpt2-base,egy_trait_people_say,18,4,14,0,22.22222222222222,77.77777777777779,0.0,-0.30791179339090985,-0.13982677459716794,-1.60789155960083,0.465179443359375
aubmindlab/aragpt2-base,msa_occ_demonstrative,18,12,6,0,66.66666666666666,33.33333333333333,0.0,0.12477413813273112,0.16055178642272944,-1.7081646919250488,1.0479965209960938
aubmindlab/aragpt2-base,msa_occ_said_role,18,10,8,0,55.55555555555556,44.44444444444444,0.0,-0.02149973975287544,0.0333888530731201,-0.9824929237365724,0.9603734016418456
aubmindlab/aragpt2-base,msa_trait_direct,18,11,7,0,61.111111111111114,38.88888888888889,0.0,-0.019121170043945326,0.15673518180847165,-1.7245235443115234,1.071115493774414
aubmindlab/aragpt2-base,msa_trait_said,18,9,9,0,50.0,50.0,0.0,-0.055830107794867606,0.020139694213867198,-0.8458681106567383,0.5364561080932617
aubmindlab/aragpt2-medium,egy_occ_known_role,18,14,4,0,77.77777777777779,22.22222222222222,0.0,0.2045124371846517,0.43964219093322754,-0.7886428833007812,0.6412692070007324
aubmindlab/aragpt2-medium,egy_occ_said_role_v2,18,6,12,0,33.33333333333333,66.66666666666666,0.0,-0.2998172971937392,-0.07561659812927245,-1.5517206192016602,0.5377011299133301
aubmindlab/aragpt2-medium,egy_trait_contextual,18,9,9,0,50.0,50.0,0.0,-0.10940220620897081,-0.00333404541015625,-0.8769016265869141,0.5047645568847656
aubmindlab/aragpt2-medium,egy_trait_people_say,18,3,15,0,16.666666666666664,83.33333333333334,0.0,-0.4218873977661133,-0.3469381332397461,-1.5238680839538574,0.8544645309448242
aubmindlab/aragpt2-medium,msa_occ_demonstrative,18,14,4,0,77.77777777777779,22.22222222222222,0.0,0.3799858093261719,0.5041542053222656,-0.9863152503967284,1.291712760925293
aubmindlab/aragpt2-medium,msa_occ_said_role,18,11,7,0,61.111111111111114,38.88888888888889,0.0,-0.011842727661132812,0.19846749305725095,-1.268144607543945,0.620635986328125
aubmindlab/aragpt2-medium,msa_trait_direct,18,8,10,0,44.44444444444444,55.55555555555556,0.0,-0.21321551005045572,-0.12205290794372556,-1.583066463470459,1.3595991134643557
aubmindlab/aragpt2-medium,msa_trait_said,18,11,7,0,61.111111111111114,38.88888888888889,0.0,0.05237568749321832,0.06641578674316401,-1.021944522857666,1.3073992729187012
bigscience/bloom-1b1,egy_occ_known_role,18,6,12,0,33.33333333333333,66.66666666666666,0.0,-0.17026620441012913,-0.3659350872039795,-1.0290451049804688,0.9488077163696288
bigscience/bloom-1b1,egy_occ_said_role_v2,18,4,14,0,22.22222222222222,77.77777777777779,0.0,-0.39303551779852974,-0.5025589466094971,-0.9906253814697266,0.5682482719421387
bigscience/bloom-1b1,egy_trait_contextual,18,9,9,0,50.0,50.0,0.0,-0.08692675166659886,0.0035099983215332,-0.8441190719604492,0.5705065727233887
bigscience/bloom-1b1,egy_trait_people_say,18,2,16,0,11.11111111111111,88.88888888888889,0.0,-0.3522305753495958,-0.256814956665039,-1.2716994285583496,0.6801786422729492
bigscience/bloom-1b1,msa_occ_demonstrative,18,6,12,0,33.33333333333333,66.66666666666666,0.0,-0.38022187021043563,-0.40479016304016113,-1.6896977424621582,1.0532488822937012
bigscience/bloom-1b1,msa_occ_said_role,18,4,14,0,22.22222222222222,77.77777777777779,0.0,-0.2983875936932034,-0.30675220489501953,-1.1685783863067627,1.0972447395324707
bigscience/bloom-1b1,msa_trait_direct,18,10,8,0,55.55555555555556,44.44444444444444,0.0,-0.23166382312774658,0.1533293724060058,-1.951717615127564,0.5762252807617188
bigscience/bloom-1b1,msa_trait_said,18,9,9,0,50.0,50.0,0.0,-0.10250926017761229,0.026106357574462905,-1.1747045516967771,0.7649068832397461
bigscience/bloom-560m,egy_occ_known_role,18,6,12,0,33.33333333333333,66.66666666666666,0.0,-0.17579931683010525,-0.2869539260864258,-0.7569808959960938,0.6952633857727051
bigscience/bloom-560m,egy_occ_said_role_v2,18,5,13,0,27.77777777777778,72.22222222222221,0.0,-0.3365905549791124,-0.3548130989074707,-0.8607888221740723,0.640228271484375
bigscience/bloom-560m,egy_trait_contextual,18,5,13,0,27.77777777777778,72.22222222222221,0.0,-0.28917021221584743,-0.11960983276367185,-1.2012009620666504,0.2526993751525879
bigscience/bloom-560m,egy_trait_people_say,18,4,14,0,22.22222222222222,77.77777777777779,0.0,-0.30428723494211835,-0.07025265693664545,-1.2246394157409668,0.4266500473022461
bigscience/bloom-560m,msa_occ_demonstrative,18,4,14,0,22.22222222222222,77.77777777777779,0.0,-0.6636393202675713,-0.7321228981018066,-1.7529339790344238,0.7564315795898438
bigscience/bloom-560m,msa_occ_said_role,18,3,15,0,16.666666666666664,83.33333333333334,0.0,-0.6098267899619209,-0.6879160404205322,-1.718165397644043,0.4143929481506347
bigscience/bloom-560m,msa_trait_direct,18,10,8,0,55.55555555555556,44.44444444444444,0.0,-0.37302084763844806,0.0396947860717773,-2.102505683898926,0.4623315334320068
bigscience/bloom-560m,msa_trait_said,18,6,12,0,33.33333333333333,66.66666666666666,0.0,-0.37465810775756836,-0.28475069999694824,-1.587998390197754,0.3148646354675293
