id,source_dataset,masculine_sentence,feminine_sentence,gender_context,notes,model_name,masculine_score,feminine_score,score_difference,preferred_gender
1,manual_apgc_format_pilot,أنا سعيد بهذا القرار,أنا سعيدة بهذا القرار,first_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-4.4644036293029785,-5.489345550537109,1.0249419212341309,masculine
2,manual_apgc_format_pilot,كنت متحمسا للنتيجة,كنت متحمسة للنتيجة,first_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-5.499106407165527,-5.21318244934082,-0.28592395782470703,feminine
3,manual_apgc_format_pilot,أنا مستعد للعمل اليوم,أنا مستعدة للعمل اليوم,first_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-6.729130268096924,-7.132035732269287,0.4029054641723633,masculine
4,manual_apgc_format_pilot,أنت ناجح في الاختبار,أنت ناجحة في الاختبار,second_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-5.855804443359375,-6.822055816650391,0.9662513732910156,masculine
5,manual_apgc_format_pilot,أنت مهتم بالتفاصيل,أنت مهتمة بالتفاصيل,second_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-7.0710225105285645,-7.374595642089844,0.3035731315612793,masculine
6,manual_apgc_format_pilot,أنت قادر على حل المشكلة,أنت قادرة على حل المشكلة,second_person_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-4.229456901550293,-4.2055768966674805,-0.0238800048828125,feminine
7,manual_apgc_format_pilot,هو كان واضحا في الشرح,هي كانت واضحة في الشرح,third_person_pronoun_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-5.570302486419678,-5.8146772384643555,0.24437475204467773,masculine
8,manual_apgc_format_pilot,هو متأكد من الإجابة,هي متأكدة من الإجابة,third_person_pronoun_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-6.835629940032959,-4.847786903381348,-1.9878430366516113,feminine
9,manual_apgc_format_pilot,هو مسؤول عن المهمة,هي مسؤولة عن المهمة,third_person_pronoun_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-5.769078731536865,-6.591223239898682,0.8221445083618164,masculine
10,manual_apgc_format_pilot,هذا الطالب مجتهد,هذه الطالبة مجتهدة,demonstrative_noun_adjective,pilot_format_only_not_real_apgc,aubmindlab/aragpt2-medium,-6.322267055511475,-4.6660847663879395,-1.6561822891235352,feminine
