arabjobs_row_id,job_title,profession,description,gender,country,job_category,sub_category,role_id,department,job_family,role_key,seniority_level,job_role_type,masculine_job_title,feminine_job_title,matched_form
4598,محاسب - Accountant,"مالية ومحاسبة , محاسب","An Accountant is needed to join the existing team of a well reputed company, with a future outlook of innovation and excellent potential to enhance productivity within the team, the role is not limited to Bank reconciliations, Audit preparation, Journal entries and approvals, Inventory checks and liaising with purchase department for sending the CV, Please send it to the address below [email]",neutral,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4600,مطلوب ممرضة لدى عائله مع مبيت,"تمريض , ممرض - ممرضة",مطلوب ممرضة مع مبيت,female,Jordan,رعاية صحية,تمريض,V6_ROLE_014,healthcare,nursing,nurse,mid,clinical_role,ممرض,ممرضة,both
4601,مطلوب موظف ادخال بيانات لدى معرض بيع اجهزة كهربائية,"إدارة وسكرتارية , مدير مكتب",مطلوب موظف ادخال بيانات / شرط معرفة التعامل مع الكمبيوتر برنامج وورد و اكسل والبحث على الانترنت / يفضل سكان قريب من طلوع المصدار / شهادة ثانوية / يرجى ارسال CV واتساب / خبرة بسيطة في الحسابات/ التواصل فقط واتساب .,male,Jordan,إدارة وسكرتارية,إدارة وسكرتارية,V6_ROLE_048,business_management,office_management,office_manager,manager,managerial_role,مدير مكتب,مديرة مكتب,masculine
4604,مطلوب طبيب / طبيبة أسنان,"طب , طبيب اسنان",إعلان توظيف - مركز طب أسنان بعبدون - عمان يعلن مركز الدكتور معاذ الدبس Dr.Debes Dental Care center عن شاغر وظيفة طبيب / طبيبة أسنان بخبرة في مركزنا الطبي المتخصص في طب الأسنان. المتطلبات: خبرة لا تقل عن 3 سنوات في التخصص المطلوب. القدرة على العمل بروح الفريق والتواصل الفعال مع المرضى. الالتزام بمعايير الجودة والرعاية الصحية. نقدم: بيئة عمل احترافية وداعمة. فرص للتطوير المهني والتدريب المستمر. للتقديم، يرجى إرسال السيرة الذاتية إلى البريد الإلكتروني:[email] واتساب للتواصل:قدم على الوظيفة لإظهار الرقم.. 07777720XX,neutral,Jordan,رعاية صحية,طب,V6_ROLE_019,healthcare,dentistry,dentist,senior,clinical_role,طبيب أسنان,طبيبة أسنان,feminine
4608,مطلوب مساعده طبيب اسنان بدوام جزئي,"إدارة وسكرتارية , طبيب اسنان",مطلوب مساعده طبيب اسنان بدوام جزئي ثلاث ايام بالاسبوع مع وجود خبره بالتعقيم ومساعده الطبيب,female,Jordan,إدارة وسكرتارية,إدارة وسكرتارية,V6_ROLE_013,healthcare,medicine,doctor,senior,clinical_role,طبيب,طبيبة,masculine
4612,Senior Civil Engineer Needed – 12+ Years Experience & Readiness Inspection exam done.,"هندسة , مهندس مدني","A well-established contracting company is hiring a Civil Engineer with proven experience. Requirements: -Minimum 12 years of experience in civil engineering. -Must have already passed the ""Readiness Inspection"" (فحص الجاهزية) exam. -Strong background in construction projects and site supervision. -Proficiency in managing teams and coordinating with consultants and authorities. شركة مقاولات تطلب مهندس مدني اجتاز فحص الجاهزية المتطلبات: خبرة لا تقل عن 12 سنة في مجال الهندسة المدنية. يجب",neutral,Jordan,هندسة,هندسة,V6_ROLE_097,engineering_manufacturing,civil_engineering,civil_engineer,senior,engineering_role,مهندس مدني,مهندسة مدنية,masculine
4614,مطلوب معلم سناكات خبره جيده للعمل مباشره,"فندقة ومطاعم , معلم سناكات",مطلوب معلم سناكات ذو خبره عاليه للعمل في مطعم في عجلون ومباشره العمل بعد المقابله مباشره إذا تم الاتفاق للأستفسار اكثر الرجاء الاتصالقدم على الوظيفة لإظهار الرقم.. 07767113XX [phone],male,Jordan,سياحة ومطاعم,فندقة ومطاعم,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4616,مطلوب مساعده دكتور اسنان,"طب , سكرتيرة",مساعده لطبيب في مركز الدكتور اياد الشراونه,female,Jordan,رعاية صحية,طب,V6_ROLE_013,healthcare,medicine,doctor,senior,clinical_role,طبيب,طبيبة,masculine
4620,طبيبة اسنان,"طب , طبيب اسنان",مطلوب طبيبه اسنان لمركز في محافظه معان -تجيد التعامل مع الاطفال دوام جزئي (من السبت الى الاثنين) بواقع 12 يوم شهري راتب ثابت ونسبة وسكن مؤمن للتواصل واتس اب قدم على الوظيفة لإظهار الرقم.. +9627806817XX,female,Jordan,رعاية صحية,طب,V6_ROLE_013,healthcare,medicine,doctor,senior,clinical_role,طبيب,طبيبة,both
4621,مطلوب طبيب/ة عام للعمل في مركز طبي,"طب , طبيب عام",بنظام النسبه والحد الادنى,neutral,Jordan,رعاية صحية,طب,V6_ROLE_013,healthcare,medicine,doctor,senior,clinical_role,طبيب,طبيبة,masculine
4623,مطلوب موظفة أو موظف / شفت مسائي,"خدمة عملاء , أمين مكتبة",* يشترط وجود خبرة بالخدمات الإلكترونية والأمور المكتبية * سكان مدينة اربد *تقديم ال CV في مكتبة الجهاد ( مبنى وزارة مالية اربد ) *التواصل على رقم المكتبةقدم على الوظيفة لإظهار الرقم.. 07990777XX,neutral,Jordan,خدمة عملاء,خدمة عملاء,V6_ROLE_030,education,library,librarian,mid,support_role,أمين مكتبة,أمينة مكتبة,masculine
4624,مطلوب معلم بناشر,"فنيين وحرفيين , ميكانيكي إطارات وترصيص",المكان قرب كلية بنات اربد الدوام صباحي بنسبة او راتبقدم على الوظيفة لإظهار الرقم.. 07960365XX,male,Jordan,فنيين وحرفيين,فنيين وحرفيين,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4625,شركة صناعة المستوعبات الخشبيه و الأنظمة المتقدمه,"صناعة وتجزئة , نجار",شركة متخصصه في خزائن الحائط و الأعمال الخشبيه تعلن توفر الشواغر التاليه : 1- معلم نجارة قراءة مخططات خزائن الحائط و متابعه فرق الجمع و التركيب ساعات الدوام 8 صباحا إلى 5 مساء نصف ساعه غداء الراتب 400 دينار ++ 2- مساعد جمع و تركيب قراءة المخططات التركيب و الجمع و إجادة أعمال النجارة ساعات الدوام 8 صباحا إلى 5 مساء نصف ساعه غداء الراتب 300 دينار 3- مساعد القدرة على التعلم أعمال النجارة من جمع و تحريف و تركيب التعامل بروح الفريق الرغبه في التطور الراتب 260 دينار فعلى من يجد في نفسه الكفاءة التواصل على الواتس اب على الرقم قدم على الوظيفة لإظهار الرقم.. 07966902XX,neutral,Jordan,صناعة وتجزئة,صناعة وتجزئة,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4626,ماليه ومحاسبه,"مالية ومحاسبة , محاسب",مطلوب محاسبه لشركه عندها القدره على تحمل ضغط العمل يرجى ارسال السيره الذاتيه باللغه العربيه فقط او الاتصال على الرقمقدم على الوظيفة لإظهار الرقم.. 07962845XX,neutral,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4627,مطلوب محاسب/ ة للعمل ضمن مستودع أدوية,"مالية ومحاسبة , محاسب",مطلوب محاسب أو محاسبة للعمل لدى مستودع أدوية سب ايجنت متمكن بخبرة جيدة ومتابعة الأمور المالية مع الضريبة والضمان والموظفين لاستلام كامل الحسابات الرجاء من له خبرة بنفس المجال ارسال cv عبر واتس اب قدم على الوظيفة لإظهار الرقم.. 07914864XX,neutral,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4630,مطلوب مندوب مبيعات ذو خبره في التوزيع,"مبيعات , مندوب مبيعات",مطلوب مندوب مبيعات للعمل لدى شركة لصناعة الاكواب الورقيه نحن مصنع الحنين لصناعة الاكواب الورقية موقعنا : عمان _ ماركا الشماليه _ بالقرب من إشارات الترخيص مطلوب مندوب مبيعات للعمل الفوري شروط العمل : 1_ ان لا يقل عمر المندوب عن 35 سنه 2_ ان يكون مكان سكنه في ماركا الشماليه او نواحيها 3_ ان لا يوجد بحقه اي قضايا ماليه او جنائيه 4_ خبره لا تقل عن 10 سنوات في مجال التوزيع والتسويق 5_ ان يكون قد عمل كمندوب في مجال مشابه لتوزيع الاكواب الورقيه 6_ ان يكون على درايه وخبره واسعه في المناطق والشوارع والمحافظات المجاوره لعمان 7_ ان يكون على معرفه بالتجار ومحلات الجمله والأسواق التجاريه ولديه قائمة من الزبائن السابقه 8_ المظهر اللائق والنظافه الشخصيه 9_ اللباقه في الكلام ملاحظه : الرجاء التواصل فقط من الجادين والذين تتوفر فيهم الشروط السابق ذكرها التواصل على الرفمً:قدم على الوظيفة لإظهار الرقم.. 07962725XX,male,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4631,مندوبه مبيعات,"مبيعات , مندوب مبيعات",مطلوب مندوبات مبيعات للعمل في شركه الطرق المتعددة للبلاستيك في ماركا الشماليه العمل داخل و خارج الشركه دوام براتب شهري اساسي 290 دينار و عموله على المبيعات يشترط حيازه رخصه قياده مركبه لا يشترط ولكن يفضل الخبره في مجال المبيعات ، لبقه، تجيد التعامل مع الاخرين متكلمه و تمتلك اسلوب اقناع لطفاً ارسال السيره الذاتيه على ال email التالي [email] او على واتساب المرفق في الاعلان,female,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4634,مطلوب معلم غيار زيت وبناشر في ماركا الشمالية,"سيارات وميكانيك , عامل غيار زيت سيارات",محطة جورة زيت فقط في ماركا الشمالية حي الزهراء بجانب الدوار القريب من مركز امن ماركا الشمالية بحاجة إلى معلم غيار زيت وبناشر براتب شهري 300 دينار بالإضافة للعمولة على كل سيارة للإستفسارقدم على الوظيفة لإظهار الرقم.. 07964316XXابو فايز,male,Jordan,سيارات وميكانيك,سيارات وميكانيك,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4635,مطلوب معلم غسيل سيارات,"نظافة , عامل غسيل سيارات",مطلوب معلم غسيل سيارات للعمل في محطة غسيل سيارات قرب جسر ماركا الشمالية خلف كازية جوبترول محطة تايم لخدمة المركبات,neutral,Jordan,خدمات تنظيف,نظافة,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4636,مطلوب مصممة جرافيك ديزاين,"تصميم , مصمم جرافيك",تعلن مؤسسة ألوان الشرق عن حاجتها إلى موظفة جرافيك ديزاين للانضمام إلى فريق العمل بدوام كامل. المتطلبات: • أن تكون خريجة تصميم جرافيكي أو تخصص ذي صلة. • وجود خبرة سابقة في مجال التصميم ومرحب بحديثي التخرج. • إتقان العمل على برامج Adobe Photoshop وIllustrator. • القدرة على الإبداع والعمل ضمن فريق. • الالتزام بالمواعيد والسرعة في تنفيذ المهام. * يفضل ان تكون من سكان المنطقة وما حولها الموقع: ماركا الشمالية - خلف الترخيص طريقة التقديم: يرجى إرسال السيرة الذاتية ونماذج من الأعمال إلى الرقم :قدم على الوظيفة لإظهار الرقم.. 07850009XX,female,Jordan,إعلام وتصميم,تصميم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,both
4637,مطلوب مصممين جرافيك وفيديو بخبرة,"تصميم , مصمم جرافيك",نبحث عن مصممين مبدعين في مجال التصميم الجرافيكي والفيديو وعلى ان يكون المتقدم ذو خبرة كافية للعمل مع مؤسسة للتجارة الكترونية يرجى إرسال اعمالك السابقة عبر الرقمقدم على الوظيفة لإظهار الرقم.. 07971170XX,female,Jordan,إعلام وتصميم,تصميم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,masculine
4638,مطلوب مصمم جرافيك يستطيع العمل على كافة برامج التصميم وفرز الالوان كما لديه خبرة مسبقة,"تصميم , مصمم جرافيك",مطلوب مصمم جرافيك يستطيع العمل على كافة برامج التصميم وفرز الالوان كما لديه خبرة مسبقة للعمل في شركة تصميم وطباعة فليكسو في ماركا الشمالية أهم البرامج التي يتطلب العمل عليها واتقانها Adobe Illustrator + Photoshop على من يجد لديه الكفاءة يرجى الاتصال وإرسال CV على الرقم التالي قدم على الوظيفة لإظهار الرقم.. 07980592XX- شركة عبد القادر طرخان وشركاه المقابلة في موقع الشركة في ماركا الشمالية خلف المخفر من الساعة 2 لغاية الساعة 4,neutral,Jordan,إعلام وتصميم,تصميم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,masculine
4639,مطلوب موظفين وموظفات مبيعات وسوشل ميديا,"مبيعات , مندوب مبيعات التجزئة",مطلوب موظفين وموظفات موظفين مبيعات وسوشل ميديا وتسويق إلكتروني للتواصل قدم على الوظيفة لإظهار الرقم.. 07913751XX,neutral,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4643,مطلوب موظفين للعمل كاشير/ مبيعات,"مبيعات , محاسب",أعلان توظيف تعلن شركةٍ معروفةٍ وذاتُ سمعةٍ طيبةٍ عن حاجتها للوظائف التالية: • كاشير /انثى بخبرةٍ لا تقلّ عن سنتين في المحاسبه • موظف مستودع يتمتّع بالانضباط والقدرة على العمل الشروط العامة: • الالتزام بالحضور والمواعيد. • القدرة على العمل ضمن فريق. • اجتياز المقابلة الشخصية طريقة التقديم: على الراغبين إرسال السيرة الذاتية عبر تطبيق واتساب فقط إرسال السيره الذاتيه على الرقمقدم على الوظيفة لإظهار الرقم.. 07920050XX انضم إلى فريقنا وتمتّع ببيئة عمل احترافية وفرص تطوير مستم,female,Jordan,مبيعات,مبيعات,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,masculine
4648,مهندسين أوتوترونكس,"هندسة , مهندس كهرباء",مطلوب مهندسين حديثي التخرج عدد خمسه للعمل بشركه ع طريق الاتوستراد الزرقاء قبل مخابز جواد عند دخله الترخيص,male,Jordan,هندسة,هندسة,V6_ROLE_098,engineering_manufacturing,electrical_engineering,electrical_engineer,senior,engineering_role,مهندس كهرباء,مهندسة كهرباء,masculine
4650,مطلوب إداريين ومعلمين ومعلمات من كافة التخصصات,"تعليم , مدرس ابتدائي",تعلن مدارس الآمال الكبيرة النموذجية عن رغبتها في فتح باب التقديم للشواغر للعام الدراسي القادم (2025-2026) كالتالي: - إداريين ومحاسبين - يفضل من لديهم خبرة في المدارس - معلمين ومعلمات من كافة التخصصات - ذو كفاءة وخبرة في التدريس - عاملات ( مستخدمات ) لتقديم الطلبات يرجى زيارة مبنى المدرسة وتعبئة طلب التوظيف نستقبلكم في موقعنا: ماركا الشمالية - شارع جريس مناور - خلف مخابز خالد للتواصل والاستفسار: قدم على الوظيفة لإظهار الرقم.. 06-48928XX,neutral,Jordan,تعليم,تعليم,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,masculine
4651,مطلوب فني ماكينات,"فنيين وحرفيين , فني صيانة ماكينات",مطلوب فني ماكينات ذو خبره ومجتهد و شخصيه قويه وحسن السيره والسلوك ويعرف كيف يتعامل مع المحيطين من سكان ماركا وما حولها ل سهولة المواصلات المصنع في ماركا الشماليه خلف شركة هوندا يعمل في مجال تصنيع الاكواب الورقيه ارجو الاتصال على هذا الرقم فقطقدم على الوظيفة لإظهار الرقم.. 07969393XX,male,Jordan,فنيين وحرفيين,فنيين وحرفيين,V6_ROLE_103,engineering_manufacturing,maintenance,maintenance_technician,mid,technical_role,فني صيانة,فنية صيانة,masculine
4655,مصمم لديه خبرة في مجال الطباعة والتغليف,"إدارة وسكرتارية , مصمم جرافيك",مصمم فوتوغرافي لديه خبرة في مجال الطباعة والتغليف لديه مهارة في فرز الالون إلى cmyk,neutral,Jordan,إعلام وتصميم,تصميم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,masculine
4656,مطلوب محاسبه او مهندسه للعمل اداريه,"مالية ومحاسبة , أخصائي تغذية",التواصل واتس اب مطلوب محاسبه او من التخصصات العلميه للعمل اداريه بمصنع غذائي ب ماركا وان تجيد الكمبيوتر واللغه الانجليزيهقدم على الوظيفة لإظهار الرقم.. 07958509XX,female,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_021,healthcare,nutrition,nutritionist,mid,clinical_support_role,أخصائي تغذية,أخصائية تغذية,masculine
4657,مطلوب محاسبه للعمل في شركه,"مالية ومحاسبة , محاسب",مطلوب محاسبه للعمل في شركه مواد غذائيه و ان تجيد استخدام الكمبيوتر و اللغه الانجليزيه براتب من 300 الى 400 التواصل واتس اب عقدم على الوظيفة لإظهار الرقم.. 07958509XX,female,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4660,مندوب مبيعات,"مبيعات , مندوب مبيعات",مطلوب مندوب مبيعات لشركة تعمل في مجال المنظفات بالشروط التالية: - امتلاك سيارة - خبرة في المبيعات - حسن المظهر - الرجاء ارسال السيرة الذاتية لرقم الواتساب الموجود في الاعلان,male,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4661,مطلوب موظف مندوب مبيعات شركة كار كير لمنتجات العناية بالسيارات,"مبيعات , مندوب مبيعات",شركة كار كير شركة مختصة بتصنيع معطرات و مستلزمات العناية بالسيارات على الراغبين بالتقدم للوظيفة يرجى ارسال السيرة الذاتية على الايميلcarcare[email] على الواتسابقدم على الوظيفة لإظهار الرقم.. 07867966XX,male,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4662,مطلوب موظف مبيعات للعمل لدى مؤسسة البسه يفضل ب خبرة,"مبيعات , مندوب مبيعات",مطلوب موظف مبيعات للعمل لدى مؤسسة البسه يفضل ب خبرة (ماركا / طبربور ),neutral,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4663,مطلوب محاسب /محاسبه حديث التخرج,"مالية ومحاسبة , محاسب",مطلوب محاسب /محاسبه حديث/ة التخرج .....شرط سكان الزرقاء ...... للعمل لدى شركة المركزية لادوات التعبئة والتغليف يرجى ارسال ال cv الواتسقدم على الوظيفة لإظهار الرقم.. 07960731XX,neutral,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4664,مطلوب معلم شاورما,"فندقة ومطاعم , شيف - طباخ",مطلوب موظف شاورما – لبناني سناك فرع ماركا مطعم لبناني سناك بحاجة إلى موظف شاورما ذو خبرة للعمل في فرع ماركا. الشروط: خبرة جيدة في تحضير وتقديم الشاورما. الالتزام بالمواعيد والنظافة الشخصية. حسن التعامل مع الزبائن وفريق العمل. للاستفسار والتقديم: يرجى التواصل على الرقم:قدم على الوظيفة لإظهار الرقم.. [0648884XX] أو زيارة الفرع مباشرة. الفرصة متاحة فوراً – الأفضلية لذوي الخبرة.,male,Jordan,سياحة ومطاعم,فندقة ومطاعم,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4666,مطلوب حداد معلم باب وشباك,"فنيين وحرفيين , حداد",تفصيل وتركيب,male,Jordan,فنيين وحرفيين,فنيين وحرفيين,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4668,مطلوب معلم نجار لامنيت لدى مصنع في الزرقاء,"فنيين وحرفيين , نجار",مطلوب معلم نجار لامنيت لدى مصنع في الزرقاء وادي العش :- الشروط : * ان لا تقل الخبرة عن عشر سنوات في الامنيت * سكان المناطق المجاورة * قادر على تحمل ضغط العمل للتواصل على الرقم قدم على الوظيفة لإظهار الرقم.. 07956170XX,male,Jordan,فنيين وحرفيين,فنيين وحرفيين,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4676,مطلوب مندوبات مبيعات للعمل الميداني لدى شركه تسويق اجهزه فلاتر مياه,"مبيعات , مندوب مبيعات",مطلوب مندوبات مبيعات للعمل الميداني لدى شركه فلاتر مياه براتب ابتداء من 300 دينار وحوافز وعمولات ومطلوب محاسبه وشرط ان تكون عندها خبره في الاعلانات التجاريه على الفيس بوك للإستفسارقدم على الوظيفة لإظهار الرقم.. 07883565XX الموقع اربد مجمع عمان الجديد,female,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4677,مطلوب موظفه لمحل عطور شفت مسائي و التوظيف فوري,"مبيعات , مندوب مبيعات",مطلوب موظفه لمحل عطور في مجمع عمان الجديد مقابل محمص القدس بجانب مستشفى ابن النفيس يشترط الخبره في المبيعات و السكن قريب من مجمع عمان الجديد لدوام للاستفسارقدم على الوظيفة لإظهار الرقم.. 07925863XX,female,Jordan,مبيعات,مبيعات,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4678,مندوبات تسويق,"تسويق , مندوب مبيعات",مطلوب مندوبات تسويق ميداني لاجهزه فلاتر مياه منزليه بنظام الرواتب والعمولات ولا يشترط الخبره والتوظيف فوري انـــــاث فقـــــــــــط,female,Jordan,تسويق,تسويق,V6_ROLE_061,sales_marketing,sales,sales_representative,junior,client_facing_role,مندوب مبيعات,مندوبة مبيعات,masculine
4680,محاسبة ومدخله بيانات لها خبرة بالعمل الإداري لدى شيري كيك,"إدارة وسكرتارية , محاسب",مدخلة بيانات ومحاسبة لها خبرة بالعمل الإداري لدى شيري كيك الخبرة من 3-5 سنوات لديها الخبرة الكافية بالتعامل مع برنامج Excel العمر من 28 - 36 الرجاء بمن لديها هذه الشروط التواصل معنا على الرقم واتساب فقط قدم على الوظيفة لإظهار الرقم.. 07895753XX,female,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4684,مطلوب لدى مدرسة كبرى في اربد مصممة جرافيك ذو خبرة,"تعليم , مصمم جرافيك",مطلوب لدى مدرسة كبرى في اربد مصممة جرافيك ذو خبرة في تصميم و التصوير و المونتاج وادارة صفحات السوشال ميديا . لتقديم يرجى ارسال Cv على الرقم التالي : قدم على الوظيفة لإظهار الرقم.. 07827308XXواتس اب,female,Jordan,تعليم,تعليم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,both
4687,مطلوب حلاق رجالي,"فنيين وحرفيين , حلاق",مطلوب حلاق رجالي معلم للعمل في صالون حلاقة للرجال ولديه الخبرة الكافية للعمل في هذه المهنة,male,Jordan,فنيين وحرفيين,فنيين وحرفيين,V6_ROLE_025,education,school_teaching,teacher,mid,teaching_role,معلم,معلمة,masculine
4689,مساعد او مساعدة في عيادة بيطرية,"إدارة وسكرتارية , طبيب بيطري","طبيعة العمل مساعدة الطبيب تنظيف العيادة حمام وحلاقة الحيوانات اليفه وبيع المنتجات يفضل بخبره ساعات الدوام من10ص-6م كل يوم ما عدا الجمعه شروط العمل 1- سكان منطقة مرج الحمام, العمر 23-35 , متفرغ تماما 2-يفضل خبره في العمل بلحيوانات الاليفه(يشطرة عدم الخوف من الحيوانات) التواصل فقط وتس ابقدم على الوظيفة لإظهار الرقم.. 07879379XX الراتب حسب الخبره",neutral,Jordan,خدمات تنظيف,نظافة,V6_ROLE_013,healthcare,medicine,doctor,senior,clinical_role,طبيب,طبيبة,masculine
4691,مطلوب محاسبة للعمل داخل أكاديمية لغات,"مالية ومحاسبة , محاسب",مطلوب محاسبة للعمل داخل اكاديمية لغات يشترط سكان مرج الحمام ساعات الدوام 12-8 قدم على الوظيفة لإظهار الرقم.. 07988883XX قدم على الوظيفة لإظهار الرقم.. 07795855XX,female,Jordan,مالية ومحاسبة,مالية ومحاسبة,V6_ROLE_049,finance_accounting,accounting,accountant,mid,financial_role,محاسب,محاسبة,both
4696,Graphic Designer,"تسويق , مصمم جرافيك","*Job Title: Graphic Designer* *Company Overview: Join our dynamic team at [Madaba heritage co.] a leading player in the food industry dedicated to delivering high-quality culinary experiences to our customers. We're passionate about food innovation, sustainability, and creating memorable moments through our products. As we continue to expand, we're seeking a talented Graphic Designer to join us in bringing our brand to life visually. Position Overview We are looking for a creative and skilled Graphic Designer to translate our brand vision into visually stunning graphics across various platforms. The ideal candidate will have a passion for food and beverage, a keen eye for detail, and the ability to work collaboratively in a fast-paced environment. From packaging designs to marketing materials, the Graphic Designer will play a crucial role in shaping our brand identity and driving engagement with our audience. Responsibilities: 1. Develop captivating visual concepts and designs for packaging, labels, and promotional materials that align with brand guidelines and target audience preferences. 2. Collaborate with cross-functional teams to brainstorm and execute creative solutions for marketing campaigns, product launches, and seasonal promotions. 3. Maintain consistency in brand messaging and visual identity across all touchpoints, including digital platforms, print materials, and in-store displays. 4. Stay updated on industry trends and best practices in graphic design, food packaging, and consumer behavior to continuously improve design strategies. 5. Manage multiple projects simultaneously, prioritize tasks effectively, and meet deadlines while maintaining high-quality standards. 6. Utilize Adobe Creative Suite and other design software to create and edit graphics, illustrations, and layouts for various marketing channels. 7. Communicate effectively with internal stakeholders to gather feedback, incorporate revisions, and ensure project objectives are met. 8. Assist in photoshoots and product styling to capture high-quality imagery for marketing collateral and social media content. 9. Contribute to the development of brand guidelines, design templates, and visual assets to streamline workflows and maintain brand consistency. 10. Proactively identify opportunities for design optimization and process improvement to enhance overall efficiency and effectiveness. Qualifications: - Bachelor's degree in Graphic Design, Visual Communication, or related field. - Proven experience as a Graphic Designer,(2-3 years) - preferably in the food industry or consumer packaged goods (CPG) sector. - Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) and other graphic design software. - Strong understanding of typography, color theory, layout design, and print production. - Excellent communication, collaboration, and time management skills. - Ability to adapt to evolving priorities and thrive in a fast-paced, deadline-driven environment. - Portfolio showcasing a diverse range of design projects, with an emphasis on packaging and branding work. - Passion for food, creativity, and innovation in design. Join Us: If you're a talented Graphic Designer with a passion for food and a drive to make an impact, we want to hear from you! Join our team at [Madaba heritage co.]",neutral,Jordan,إعلام وتصميم,تصميم,V6_ROLE_109,media_creative,design,graphic_designer,mid,creative_role,مصمم جرافيك,مصممة جرافيك,masculine
4698,مطلوب مصورة فيديو محترفة,"إنتاج وإعلام , مصور فيديو",مطلوب مصورة فيديو محترفة للعمل لدى مركز طبي في منطقة مرج الحمام ، تجيد العمل على ادوبي و برامج الفوتوشوب ، ساعات العمل من الساعة 10صباحا إلى الساعة 7 مساء ، الراتب حسب الخبرة يحدد خلال المقابلة ، الرجاء عدم الاتصال نهائياً على رقم الهاتف ، التواصل فقط عن طريق البريد الإلكتروني . الرجاء إرسال السيرة الذاتية على بريد [email] و يفضل ارفاق بعض اعمالكم,female,Jordan,إعلام وتصميم,إنتاج وإعلام,V6_ROLE_113,media_creative,photography,photographer,mid,creative_role,مصور,مصورة,both
